Date,Store Number,City,Zip Code,County Number,Category,Vendor Number,Item Number,Bottle Volume (ml),State Bottle Cost,State Bottle Retail,Bottles Sold,Sale (Dollars),Volume Sold (Liters),Volume Sold (Gallons),Margin,Price per Liter
2016-01-15,2512,IOWA CITY,52240,52,1022100,410,88296,750,27.0,40.5,60,2430.0,45.0,11.89,810.0,54.0
2015-12-02,3573,OTTUMWA,52501,90,1062310,260,43337,1000,11.75,17.63,48,846.24,48.0,12.68,282.24,17.63
2015-03-05,2663,URBANDALE,50322,77,1012100,115,11788,1750,10.45,15.68,30,470.4,52.5,13.87,156.9,8.96
2015-12-17,2587,JOHNSTON,50131,77,1031200,260,77858,750,8.25,12.38,1,12.38,0.75,0.2,4.13,16.5066666667
2016-02-17,3565,IOWA CITY,52246,52,1062200,35,43124,375,4.5,6.75,2,13.5,0.75,0.2,4.5,18.0
2015-10-14,2501,AMES,50010,85,1011200,259,18116,750,6.81,10.55,12,126.6,9.0,2.38,44.88,14.0666666667
2015-07-28,4764,FORT DODGE,50501,94,1031080,380,37336,750,6.5,9.75,6,58.5,4.5,1.19,19.5,13.0
2016-01-21,2582,MASON CITY,50401,17,1051010,205,52597,1000,6.94,10.41,3,31.23,3.0,0.79,10.41,10.41
2015-01-22,2579,GRINNELL,50112,79,1022100,395,89198,1750,20.25,30.38,6,182.28,10.5,2.77,60.78,17.36
2015-08-24,3663,WATERLOO,50702,7,1071100,421,59231,1750,5.76,9.14,6,54.84,10.5,2.77,20.28,5.22285714286
2015-07-20,4619,FORT MADISON,52627,56,1062310,240,45884,375,4.8,7.2,1,7.2,0.38,0.1,2.4,18.9473684211
2015-05-18,2633,DES MOINES,50320,77,1032200,277,34881,1000,15.97,23.96,12,287.52,12.0,3.17,95.88,23.96
2015-07-22,2505,BOONE,50036,8,1062300,65,44499,750,6.83,10.25,3,30.75,2.25,0.59,10.26,13.6666666667
2015-05-27,4197,SERGEANT BLUFF,51054,97,1031080,434,36308,1750,7.17,10.76,6,64.56,10.5,2.77,21.54,6.14857142857
2015-09-14,4869,GUTTENBERG,52052,22,1031080,297,35916,750,3.37,5.06,12,60.72,9.0,2.38,20.28,6.74666666667
2015-02-19,4773,WEST DES MOINES,50265,77,1011300,85,26820,375,6.77,10.16,3,30.48,1.12,0.3,10.17,27.2142857143
2015-09-28,2535,WEST DES MOINES,50265,77,1062200,434,45278,1750,7.84,11.76,6,70.56,10.5,2.77,23.52,6.72
2015-10-08,4617,DES MOINES,50317,77,1032080,370,34008,1750,19.99,29.99,1,29.99,1.75,0.46,10.0,17.1371428571
2015-03-04,2572,CEDAR FALLS,50613,7,1062310,434,44658,1750,11.0,16.5,6,99.0,10.5,2.77,33.0,9.42857142857
2015-08-04,2565,SPENCER,51301,21,1051100,434,54056,750,5.38,8.07,2,16.14,1.5,0.4,5.38,10.76
2015-12-26,2512,IOWA CITY,52240,52,1011200,91,19006,750,26.49,39.74,6,238.44,4.5,1.19,79.5,52.9866666667
2015-11-09,4580,WASHINGTON,52353,92,1041100,370,32234,375,3.39,5.09,4,20.36,1.5,0.4,6.8,13.5733333333
2015-03-31,4589,SIBLEY,51249,72,1032080,370,34008,1750,19.99,29.99,2,59.98,3.5,0.92,20.0,17.1371428571
2016-02-02,2556,ESTHERVILLE,51334,32,1081355,434,84496,750,4.75,7.13,2,14.26,1.5,0.4,4.76,9.50666666667
2015-09-14,2647,CEDAR RAPIDS,52411,57,1031080,301,38177,1000,11.92,17.88,24,429.12,24.0,6.34,143.04,17.88
2015-12-22,3842,BANCROFT,50517,55,1011100,260,25616,750,7.0,10.5,1,10.5,0.75,0.2,3.5,14.0
2015-11-09,2653,WASHINGTON,52353,92,1081335,434,82146,750,4.34,6.51,2,13.02,1.5,0.4,4.34,8.68
2015-08-18,4103,AMES,50010,85,1012300,370,15667,750,17.49,26.24,6,157.44,4.5,1.19,52.5,34.9866666667
2016-02-22,3663,WATERLOO,50702,7,1062310,260,43338,1750,18.0,27.0,6,162.0,10.5,2.77,54.0,15.4285714286
2015-09-29,2665,WAUKEE,50263,25,1032080,390,34678,750,15.4,23.6,4,94.4,3.0,0.79,32.8,31.4666666667
2015-03-23,2459,GUTHRIE CENTER,50115,39,1031200,380,41704,750,6.5,9.75,4,39.0,3.0,0.79,13.0,13.0
2015-05-22,2636,DES MOINES,50317,77,1062200,35,43127,1000,9.5,14.25,12,171.0,12.0,3.17,57.0,14.25
2015-06-15,4794,BURLINGTON,52601,29,1041100,297,29996,750,3.46,5.19,12,62.28,9.0,2.38,20.76,6.92
2015-12-26,2512,IOWA CITY,52240,52,1012100,55,12408,1750,7.94,12.51,12,150.12,21.0,5.55,54.84,7.14857142857
2015-03-03,2562,FORT DODGE,50501,94,1031080,461,37986,750,8.48,13.49,12,161.88,9.0,2.38,60.12,17.9866666667
2015-08-17,4303,MEDIAPOLIS,52637,29,1011300,85,26828,1750,29.67,44.51,1,44.51,1.75,0.46,14.84,25.4342857143
2015-11-02,4794,BURLINGTON,52601,29,1081600,421,64858,3000,29.72,44.58,1,44.58,3.0,0.79,14.86,14.86
2015-04-22,2512,IOWA CITY,52240,52,1031080,434,36308,1750,7.17,10.76,36,387.36,63.0,16.64,129.24,6.14857142857
2015-06-01,4962,DAVENPORT,52803,82,1031080,300,36904,375,1.8,2.7,120,324.0,45.0,11.89,108.0,7.2
2015-09-04,3563,MUSCATINE,52761,70,1012100,115,11788,1750,10.45,15.68,24,376.32,42.0,11.1,125.52,8.96
2016-01-12,2607,SHENANDOAH,51601,73,1031080,300,38169,750,7.0,10.5,2,21.0,1.5,0.4,7.0,14.0
2016-02-08,4636,CEDAR RAPIDS,52402,57,1031100,297,35914,375,1.93,2.9,48,139.2,18.0,4.76,46.56,7.73333333333
2015-06-25,2593,CARROLL,51401,14,1071100,55,57174,1750,6.0,9.25,6,55.5,10.5,2.77,19.5,5.28571428571
2016-02-10,3819,DECORAH,52101,96,1082100,420,65127,1000,25.55,38.33,1,38.33,1.0,0.26,12.78,38.33
2015-01-20,5088,HOSPERS,51238,84,1031080,205,36969,750,6.9,10.35,12,124.2,9.0,2.38,41.4,13.8
2015-12-18,2460,HAMPTON,50441,35,1012210,503,904825,750,30.94,46.41,6,278.46,4.5,1.19,92.82,61.88
2015-04-01,4888,SERGEANT BLUFF,51054,97,1081600,421,64858,3000,29.72,44.58,8,356.64,24.0,6.34,118.88,14.86
2015-06-01,3899,WEST DES MOINES,50266,77,1022100,395,89198,1750,20.25,30.38,6,182.28,10.5,2.77,60.78,17.36
2015-04-07,4182,DYERSVILLE,52040,31,1081030,370,67526,750,11.99,17.99,3,53.97,2.25,0.59,18.0,23.9866666667
2015-06-01,4250,ELDORA,50627,42,1011200,65,27551,1750,22.58,33.87,3,101.61,5.25,1.39,33.87,19.3542857143
2016-02-15,2506,BURLINGTON,52601,29,1011200,421,18006,750,13.0,19.5,12,234.0,9.0,2.38,78.0,26.0
2015-04-29,2545,IOWA CITY,52245,52,1031200,205,40594,750,6.9,10.35,2,20.7,1.5,0.4,6.9,13.8
2016-02-22,4856,LISBON,52253,57,1071100,260,58801,1750,11.0,16.5,6,99.0,10.5,2.77,33.0,9.42857142857
2015-11-04,2200,SAC CITY,50583,81,1022100,410,88298,1750,58.0,87.0,1,87.0,1.75,0.46,29.0,49.7142857143
2015-07-14,2607,SHENANDOAH,51601,73,1012100,65,10846,750,13.12,19.68,12,236.16,9.0,2.38,78.72,26.24
2016-02-11,2806,CLINTON,52732,23,1031080,55,35318,1750,6.92,10.38,6,62.28,10.5,2.77,20.76,5.93142857143
2015-08-05,3650,HOLSTEIN,51025,47,1062310,260,43336,750,9.0,13.5,12,162.0,9.0,2.38,54.0,18.0
2015-02-23,4152,MISSOURI VALLEY,51555,43,1012200,240,6998,1750,11.25,16.88,2,33.76,3.5,0.92,11.26,9.64571428571
2015-08-04,4319,HUMBOLDT,50548,46,1081600,259,86796,750,4.87,7.56,12,90.72,9.0,2.38,32.28,10.08
2015-06-18,4140,DES MOINES,50313,77,1011100,297,23824,375,2.0,3.0,24,72.0,9.0,2.38,24.0,8.0
2016-02-02,3881,MARSHALLTOWN,50158,64,1031080,421,36978,1750,6.92,10.38,6,62.28,10.5,2.77,20.76,5.93142857143
2015-09-09,4509,AMES,50010,85,1081330,65,82847,1000,7.62,11.43,12,137.16,12.0,3.17,45.72,11.43
2016-03-14,2643,WATERLOO,50701,7,1081600,421,64858,3000,29.72,44.58,3,133.74,9.0,2.38,44.58,14.86
2015-11-30,2448,INDIANOLA,50125,91,1081900,322,75211,750,10.0,15.0,2,30.0,1.5,0.4,10.0,20.0
2015-06-10,4670,TRIPOLI,50676,9,1012100,115,11788,1750,10.45,15.68,12,188.16,21.0,5.55,62.76,8.96
2015-08-24,2517,NEWTON,50208,50,1081030,421,67586,750,4.72,7.58,3,22.74,2.25,0.59,8.58,10.1066666667
2016-01-21,3731,DAVENPORT,52807,82,1062300,35,43197,750,8.26,12.39,12,148.68,9.0,2.38,49.56,16.52
2015-06-25,4839,Northwood,50459,98,1081600,421,64864,375,5.33,8.0,24,192.0,9.0,2.38,64.08,21.3333333333
2015-02-24,2508,CEDAR RAPIDS,52405,57,1062200,125,46112,750,17.5,26.25,2,52.5,1.5,0.4,17.5,35.0
2015-09-14,2191,KEOKUK,52632,56,1022100,434,87937,1000,6.92,10.38,12,124.56,12.0,3.17,41.52,10.38
2015-05-13,4630,DAVENPORT,52803,82,1031080,300,36901,500,4.67,7.01,6,42.06,3.0,0.79,14.04,14.02
2015-04-28,3629,COUNCIL BLUFFS,51503,78,1012100,260,10838,1750,33.79,50.69,6,304.14,10.5,2.77,101.4,28.9657142857
2015-06-15,2670,CORALVILLE,52241,52,1062300,91,42566,750,9.51,14.27,2,28.54,1.5,0.4,9.52,19.0266666667
2015-12-21,4277,LE MARS,51031,75,1011200,65,19477,1000,22.04,33.06,12,396.72,12.0,3.17,132.24,33.06
2015-07-07,4637,CEDAR RAPIDS,52404,57,1062310,260,43334,375,5.0,7.5,3,22.5,1.12,0.3,7.5,20.0892857143
2016-03-10,3920,CLINTON,52732,23,1041100,434,31658,1750,7.11,10.67,1,10.67,1.75,0.46,3.56,6.09714285714
2016-03-29,4255,ORANGE CITY,51041,84,1062300,370,42723,750,7.49,11.24,4,44.96,3.0,0.79,15.0,14.9866666667
2016-03-07,4698,FAIRFIELD,52556,51,1081600,421,64858,3000,29.72,44.58,2,89.16,6.0,1.59,29.72,14.86
2016-03-22,2665,WAUKEE,50263,25,1012100,115,11773,200,1.56,2.34,48,112.32,9.6,2.54,37.44,11.7
2015-11-30,3611,LOGAN,51546,43,1011200,259,17956,750,7.47,11.21,12,134.52,9.0,2.38,44.88,14.9466666667
2015-01-06,2651,WAVERLY,50677,9,1082900,240,64876,750,21.0,31.5,2,63.0,1.5,0.4,21.0,42.0
2015-07-14,2508,CEDAR RAPIDS,52405,57,1062310,260,43285,750,9.0,13.5,12,162.0,9.0,2.38,54.0,18.0
2015-08-10,4619,FORT MADISON,52627,56,1011100,260,25603,200,1.96,2.94,4,11.76,0.8,0.21,3.92,14.7
2015-05-04,3707,CEDAR RAPIDS,52402,57,1081330,65,82846,750,6.3,9.45,6,56.7,4.5,1.19,18.9,12.6
2015-11-03,2556,ESTHERVILLE,51334,32,1012100,260,11290,300,7.35,11.03,1,11.03,0.3,0.08,3.68,36.7666666667
2016-03-14,2191,KEOKUK,52632,56,1011200,461,77774,1000,13.82,20.73,12,248.76,12.0,3.17,82.92,20.73
2015-06-10,4107,BOONE,50036,8,1031080,297,35916,750,3.37,5.06,12,60.72,9.0,2.38,20.28,6.74666666667
2015-07-29,2603,BETTENDORF,52722,82,1041100,306,31990,750,16.17,24.26,6,145.56,4.5,1.19,48.54,32.3466666667
2016-02-01,3917,DAVENPORT,52804,82,1031080,300,36886,750,3.31,4.97,24,119.28,18.0,4.76,39.84,6.62666666667
2015-10-15,4787,SWISHER,52338,52,1081600,85,86886,750,9.85,14.78,3,44.34,2.25,0.59,14.79,19.7066666667
2016-03-30,2600,OSKALOOSA,52577,62,1032200,370,34052,750,11.49,17.24,12,206.88,9.0,2.38,69.0,22.9866666667
2015-12-14,2555,KEOKUK,52632,56,1012100,260,10836,750,17.0,25.5,4,102.0,3.0,0.79,34.0,34.0
2015-09-30,4914,CEDAR FALLS,50613,7,1011100,297,23826,750,3.46,5.19,12,62.28,9.0,2.38,20.76,6.92
2015-03-12,4260,OSCEOLA,50213,20,1032080,370,34008,1750,19.99,29.99,6,179.94,10.5,2.77,60.0,17.1371428571
2015-08-04,4285,NEW HAMPTON,50659,19,1012100,115,10548,1750,12.99,19.49,6,116.94,10.5,2.77,39.0,11.1371428571
2015-03-02,3612,MAQUOKETA,52060,49,1081200,300,65204,500,6.63,9.95,1,9.95,0.5,0.13,3.32,19.9
2015-04-07,2651,WAVERLY,50677,9,1012300,370,15667,750,17.49,26.24,1,26.24,0.75,0.2,8.75,34.9866666667
2015-06-09,2604,LEMARS,51031,75,1031080,380,37338,1750,8.99,14.49,12,173.88,21.0,5.55,66.0,8.28
2015-09-29,4665,ANKENY,50021,77,1081600,85,86884,375,4.78,7.17,24,172.08,9.0,2.38,57.36,19.12
2015-09-09,3573,OTTUMWA,52501,90,1082900,192,65253,200,3.51,5.27,3,15.81,0.6,0.16,5.28,26.35
2015-08-19,2501,AMES,50010,85,1062310,35,43205,750,7.5,11.25,12,135.0,9.0,2.38,45.0,15.0
2015-03-17,3514,FORT DODGE,50501,94,1082900,192,65257,1000,15.54,23.31,12,279.72,12.0,3.17,93.24,23.31
2015-01-07,9001,SWISHER,52338,52,1011200,125,27386,375,15.0,22.5,24,540.0,9.0,2.38,180.0,60.0
2015-08-18,4490,CEDAR RAPIDS,52404,57,1062200,35,43124,375,4.5,6.75,3,20.25,1.12,0.3,6.75,18.0803571429
2016-03-15,2644,FORT DODGE,50501,94,1031080,301,38176,750,9.65,14.48,12,173.76,9.0,2.38,57.96,19.3066666667
2015-07-08,4210,STORM LAKE,50588,11,1052010,389,49186,750,21.98,32.97,12,395.64,9.0,2.38,131.88,43.96
2015-05-27,4023,BOONE,50036,8,1042100,260,28866,750,12.25,18.38,12,220.56,9.0,2.38,73.56,24.5066666667
2015-07-28,4945,OSAGE,50461,66,1081900,322,75211,750,10.0,15.0,1,15.0,0.75,0.2,5.0,20.0
2015-04-27,2666,ANKENY,50023,77,1011100,154,27255,750,9.17,13.76,6,82.56,4.5,1.19,27.54,18.3466666667
2015-03-19,4068,WEST DES MOINES,50265,77,1051140,115,56195,375,3.05,4.58,24,109.92,9.0,2.38,36.72,12.2133333333
2015-03-04,3928,NORTH LIBERTY,52317,52,1031080,434,36304,375,2.07,3.11,24,74.64,9.0,2.38,24.96,8.29333333333
2016-02-03,3447,SIOUX CITY,51106,97,1031100,297,35917,1000,4.17,6.26,24,150.24,24.0,6.34,50.16,6.26
2015-02-05,2595,DENISON,51442,24,1022100,192,89177,750,27.84,41.76,6,250.56,4.5,1.19,83.52,55.68
2015-07-06,2573,MUSCATINE,52761,70,1081300,380,83370,750,5.15,7.73,2,15.46,1.5,0.4,5.16,10.3066666667
2015-10-14,2625,DAVENPORT,52804,82,1081330,65,82847,1000,7.62,11.43,24,274.32,24.0,6.34,91.44,11.43
2016-01-19,2553,CRESTON,50801,88,1081200,330,80326,750,5.91,9.12,12,109.44,9.0,2.38,38.52,12.16
2015-04-07,3621,SHELDON,51201,71,1012100,115,11777,1000,6.63,9.95,24,238.8,24.0,6.34,79.68,9.95
2015-02-23,2666,ANKENY,50023,77,1081600,259,86796,750,5.37,8.06,12,96.72,9.0,2.38,32.28,10.7466666667
2015-09-28,3465,PANORA,50216,39,1012100,65,10626,750,7.88,11.82,3,35.46,2.25,0.59,11.82,15.76
2015-12-15,3705,ROCK RAPIDS,51246,60,1051010,259,52319,1000,7.11,10.67,3,32.01,3.0,0.79,10.68,10.67
2015-03-03,4895,CEDAR RAPIDS,52402,57,1052010,389,49189,200,5.42,8.13,24,195.12,4.8,1.27,65.04,40.65
2015-10-20,4733,URBANDALE,50322,77,1011100,260,25608,1750,11.96,17.94,6,107.64,10.5,2.77,35.88,10.2514285714
2015-01-20,2665,WAUKEE,50263,25,1031200,260,77852,750,8.25,12.38,12,148.56,9.0,2.38,49.56,16.5066666667
2016-02-09,4986,FLOYD,50435,34,1012100,115,11777,1000,6.63,9.95,12,119.4,12.0,3.17,39.84,9.95
2015-08-27,2671,JEFFERSON,50129,37,1041100,55,30058,1750,8.86,13.54,6,81.24,10.5,2.77,28.08,7.73714285714
2015-12-26,2633,DES MOINES,50320,77,1012300,260,905460,750,168.0,252.0,1,252.0,0.75,0.2,84.0,336.0
2015-01-07,3932,MAPLETON,51034,67,1071100,395,58838,1750,8.2,12.3,6,73.8,10.5,2.77,24.6,7.02857142857
2016-02-01,3690,WATERLOO,50702,7,1032100,115,34821,1750,14.74,22.11,6,132.66,10.5,2.77,44.22,12.6342857143
2015-11-23,2190,DES MOINES,50314,77,1012100,260,11296,750,15.0,22.5,12,270.0,9.0,2.38,90.0,30.0
2015-12-01,4299,CENTRAL CITY,52214,57,1081390,421,69636,750,8.67,13.01,12,156.12,9.0,2.38,52.08,17.3466666667
2015-12-17,2633,DES MOINES,50320,77,1081240,434,79026,750,4.5,6.75,12,81.0,9.0,2.38,27.0,9.0
2015-04-28,3390,MILFORD,51351,30,1081600,421,64867,1000,11.34,17.01,60,1020.6,60.0,15.85,340.2,17.01
2015-12-07,4138,INDIANOLA,50125,91,1062200,434,45278,1750,7.84,11.76,6,70.56,10.5,2.77,23.52,6.72
2015-10-20,3420,WINDSOR HEIGHTS,50311,77,1012100,115,11586,750,7.0,10.5,72,756.0,54.0,14.27,252.0,14.0
2016-02-18,4014,DENISON,51442,24,1031080,380,37348,1750,7.6,11.4,6,68.4,10.5,2.77,22.8,6.51428571429
2015-09-24,4345,GRINNELL,50112,79,1012200,260,10278,1750,10.0,15.0,1,15.0,1.75,0.46,5.0,8.57142857143
2015-05-28,4014,DENISON,51442,24,1062200,434,46350,1750,7.67,11.51,6,69.06,10.5,2.77,23.04,6.57714285714
2015-03-17,3666,CEDAR RAPIDS,52404,57,1081400,65,86112,1000,2.22,3.33,12,39.96,12.0,3.17,13.32,3.33
2015-09-24,5102,MOUNT VERNON,52314,57,1032200,370,34029,1000,14.99,22.49,12,269.88,12.0,3.17,90.0,22.49
2015-02-24,2556,ESTHERVILLE,51334,32,1011200,259,73715,750,7.94,11.91,2,23.82,1.5,0.4,7.94,15.88
2015-03-05,2582,MASON CITY,50401,17,1031080,300,36901,500,4.67,7.01,3,21.03,1.5,0.4,7.02,14.02
2016-02-18,2587,JOHNSTON,50131,77,1051010,205,52593,200,2.0,3.0,2,6.0,0.4,0.11,2.0,15.0
2015-08-18,3959,DUBUQUE,52001,31,1071100,285,56957,1000,5.28,7.92,2,15.84,2.0,0.53,5.28,7.92
2015-08-05,3879,SIOUX CITY,51106,97,1012200,260,5346,750,14.25,21.38,12,256.56,9.0,2.38,85.56,28.5066666667
2015-08-19,4971,PLEASANT HILL,50327,77,1031080,55,35776,600,3.92,5.88,10,58.8,6.0,1.59,19.6,9.8
2016-03-16,2566,KNOXVILLE,50138,63,1081030,370,67524,375,6.49,9.74,3,29.22,1.12,0.3,9.75,26.0892857143
2015-12-23,4801,DES MOINES,50311,77,1701100,260,361,750,13.25,19.88,6,119.28,4.5,1.19,39.78,26.5066666667
2015-05-19,3390,MILFORD,51351,30,1062200,434,45277,1000,4.34,6.51,36,234.36,36.0,9.51,78.12,6.51
2015-12-08,2666,ANKENY,50023,77,1031200,461,40804,750,10.01,15.02,2,30.04,1.5,0.4,10.02,20.0266666667
2015-12-14,3868,MARION,52302,57,1032080,277,34746,750,11.99,17.99,12,215.88,9.0,2.38,72.0,23.9866666667
2015-05-19,2666,ANKENY,50023,77,1082900,35,64336,750,19.5,29.25,2,58.5,1.5,0.4,19.5,39.0
2016-01-12,4474,COUNCIL BLUFFS,51501,78,1011200,65,19061,500,6.83,10.25,2,20.5,1.0,0.26,6.84,20.5
2015-05-18,4495,GRUNDY CENTER,50638,38,1031080,297,35926,750,3.37,5.06,4,20.24,3.0,0.79,6.76,6.74666666667
2015-11-03,3766,NEW HAMPTON,50659,19,1012100,434,13638,1750,9.97,14.96,6,89.76,10.5,2.77,29.94,8.54857142857
2015-02-11,4710,DUBUQUE,52002,31,1062310,260,43338,1750,18.0,27.0,6,162.0,10.5,2.77,54.0,15.4285714286
2015-06-15,2512,IOWA CITY,52240,52,1032080,395,34935,750,9.96,14.94,24,358.56,18.0,4.76,119.52,19.92
2015-06-17,3932,MAPLETON,51034,67,1082900,420,65127,1000,25.55,38.33,1,38.33,1.0,0.26,12.78,38.33
2015-10-27,4592,EMMETSBURG,50536,74,1701100,65,789,750,7.88,11.82,3,35.46,2.25,0.59,11.82,15.76
2015-12-29,2514,MARION,50129,57,1071100,55,57144,1750,6.0,9.25,6,55.5,10.5,2.77,19.5,5.28571428571
2015-12-03,4795,DES MOINES,50317,77,1051010,205,52596,750,5.92,8.88,12,106.56,9.0,2.38,35.52,11.84
2015-04-08,2523,CENTERVILLE,52544,4,1011200,260,17085,375,8.24,12.36,1,12.36,0.38,0.1,4.12,32.5263157895
2015-12-26,2613,COUNCIL BLUFFS,51501,78,1011300,85,86691,500,4.8,7.2,12,86.4,6.0,1.59,28.8,14.4
2015-04-07,4203,WAVERLY,50677,9,1031200,260,40497,750,8.25,12.38,4,49.52,3.0,0.79,16.52,16.5066666667
2015-12-08,4083,ANKENY,50021,77,1062310,259,43028,1750,11.55,17.33,6,103.98,10.5,2.77,34.68,9.90285714286
2015-08-17,4757,BONDURANT,50035,77,1031080,434,36304,375,2.07,3.11,2,6.22,0.75,0.2,2.08,8.29333333333
2015-04-28,2578,CHARLES CITY,50616,34,1081600,259,86796,750,5.37,8.06,12,96.72,9.0,2.38,32.28,10.7466666667
2015-04-16,4902,WATERLOO,50703,7,1051010,115,53214,375,3.22,4.83,24,115.92,9.0,2.38,38.64,12.88
2016-03-01,2624,DUBUQUE,52002,31,1011100,260,25608,1750,11.96,17.94,12,215.28,21.0,5.55,71.76,10.2514285714
2015-04-01,2623,SIOUX CITY,51104,97,1081900,322,75215,500,7.47,11.21,6,67.26,3.0,0.79,22.44,22.42
2015-08-06,2612,PERRY,50220,25,1011200,65,19066,750,10.49,15.74,3,47.22,2.25,0.59,15.75,20.9866666667
2015-06-08,3521,COUNCIL BLUFFS,51501,78,1082900,65,67006,750,11.5,17.25,3,51.75,2.25,0.59,17.25,23.0
2015-06-02,4015,AMES,50010,85,1031080,434,36306,750,3.34,5.01,12,60.12,9.0,2.38,20.04,6.68
2015-02-24,4362,POLK CITY,50226,77,1031080,380,37338,1750,10.99,16.49,6,98.94,10.5,2.77,33.0,9.42285714286
2015-09-22,2413,DUBUQUE,52001,31,1041100,65,30238,1750,10.49,15.74,6,94.44,10.5,2.77,31.5,8.99428571429
2015-08-04,3666,CEDAR RAPIDS,52404,57,1062300,370,42718,1750,16.49,24.74,6,148.44,10.5,2.77,49.5,14.1371428571
2015-10-01,4829,DES MOINES,50314,77,1011300,85,26828,1750,29.67,44.51,6,267.06,10.5,2.77,89.04,25.4342857143
2015-11-09,4843,MUSCATINE,52761,70,1062200,260,43325,500,4.8,7.2,2,14.4,1.0,0.26,4.8,14.4
2015-07-28,2649,DUBUQUE,52001,31,1051010,259,52186,750,6.92,10.38,2,20.76,1.5,0.4,6.92,13.84
2015-08-31,4141,DES MOINES,50320,77,1031080,421,36976,750,3.27,4.91,12,58.92,9.0,2.38,19.68,6.54666666667
2015-01-21,2633,DES MOINES,50320,77,1081230,434,78616,750,4.5,6.75,12,81.0,9.0,2.38,27.0,9.0
2016-02-03,2594,SIOUX CITY,51106,97,1032080,35,34423,375,9.0,13.5,1,13.5,0.38,0.1,4.5,35.5263157895
2015-01-14,4827,IOWA CITY,52240,52,1062200,35,43127,1000,9.5,14.25,12,171.0,12.0,3.17,57.0,14.25
2015-04-13,2648,WEST DES MOINES,50265,77,1031080,300,36904,375,1.8,2.7,8,21.6,3.0,0.79,7.2,7.2
2015-06-22,2532,DES MOINES,50317,77,1032200,370,34116,750,8.99,13.49,2,26.98,1.5,0.4,9.0,17.9866666667
2015-02-26,3678,DES MOINES,50320,77,1031200,380,41693,750,6.5,9.75,12,117.0,9.0,2.38,39.0,13.0
2016-01-19,4318,RED OAK,51566,69,1012100,971,14192,750,12.1,18.65,1,18.65,0.75,0.2,6.55,24.8666666667
2015-10-06,4392,CLIVE,50325,77,1062200,35,43126,750,8.26,12.39,1,12.39,0.75,0.2,4.13,16.52
2016-01-11,2191,KEOKUK,52632,56,1081390,421,69638,1750,14.66,21.99,6,131.94,10.5,2.77,43.98,12.5657142857
2015-01-06,2529,CEDAR RAPIDS,52405,57,1041100,370,32233,200,1.99,2.99,6,17.94,1.2,0.32,6.0,14.95
2015-02-09,2555,KEOKUK,52632,56,1081600,85,86881,500,4.71,7.07,1,7.07,0.5,0.13,2.36,14.14
2015-09-02,3785,DES MOINES,50315,77,1051010,205,52593,200,1.96,2.94,24,70.56,4.8,1.27,23.52,14.7
2015-04-14,2843,CEDAR RAPIDS,52402,57,1012100,65,15248,1750,9.18,13.77,18,247.86,31.5,8.32,82.62,7.86857142857
2016-01-27,3573,OTTUMWA,52501,90,1011200,461,22151,500,10.92,16.38,1,16.38,0.5,0.13,5.46,32.76
2015-04-01,3964,SIOUX RAPIDS,50585,11,1071100,285,56957,1000,5.28,7.92,2,15.84,2.0,0.53,5.28,7.92
2015-02-11,2600,OSKALOOSA,52577,62,1012100,260,11366,750,25.0,37.5,1,37.5,0.75,0.2,12.5,50.0
2015-06-16,2851,FORT DODGE,50501,94,1012100,65,15248,1750,9.18,13.77,6,82.62,10.5,2.77,27.54,7.86857142857
2015-12-16,2603,BETTENDORF,52722,82,1012200,35,4866,750,13.73,20.6,12,247.2,9.0,2.38,82.44,27.4666666667
2015-09-14,2588,CEDAR RAPIDS,52403,57,1081300,65,80686,750,3.44,5.16,12,61.92,9.0,2.38,20.64,6.88
2015-11-16,2590,CEDAR RAPIDS,52402,57,1062100,260,42166,750,10.0,15.0,3,45.0,2.25,0.59,15.0,20.0
2015-11-03,4336,GEORGE,51237,60,1051010,205,52597,1000,6.94,10.41,3,31.23,3.0,0.79,10.41,10.41
2015-03-31,2629,COUNCIL BLUFFS,51503,78,1062200,35,43121,500,5.54,8.31,2,16.62,1.0,0.26,5.54,16.62
2015-02-09,3494,WATERLOO,50702,7,1011200,65,19226,750,20.99,31.49,6,188.94,4.5,1.19,63.0,41.9866666667
2015-04-28,2629,COUNCIL BLUFFS,51503,78,1081600,85,86881,500,4.71,7.07,2,14.14,1.0,0.26,4.72,14.14
2015-12-02,2600,OSKALOOSA,52577,62,1032080,370,34006,750,11.49,17.24,12,206.88,9.0,2.38,69.0,22.9866666667
2015-12-17,2515,MASON CITY,50401,17,1031200,260,40001,750,7.99,11.99,2,23.98,1.5,0.4,8.0,15.9866666667
2015-05-06,3785,DES MOINES,50315,77,1081600,85,86887,1000,12.97,19.46,3,58.38,3.0,0.79,19.47,19.46
2015-12-02,3722,SIOUX CITY,51106,97,1051010,259,52316,750,5.92,8.88,12,106.56,9.0,2.38,35.52,11.84
2015-05-07,2561,DES MOINES,50321,77,1062200,65,44486,750,6.83,10.25,2,20.5,1.5,0.4,6.84,13.6666666667
2016-02-10,2596,OTTUMWA,52501,90,1011200,55,21596,750,4.1,6.15,1,6.15,0.75,0.2,2.05,8.2
2015-08-24,4819,ALTOONA,50009,77,1031080,55,35315,750,3.37,5.06,12,60.72,9.0,2.38,20.28,6.74666666667
